concrete_grade,water_cement_ratio_design,water_cement_ratio_actual,cement_type,admixture_type,target_slump_mm,max_aggregate_size_mm,planned_pour_month,curing_method,planned_curing_duration_days,actual_curing_duration_days,spec_min_curing_days,wc_ratio_tolerance_spec,pre_pour_checklist_signed_off_ratio,shrinkage_risk_season,wind_exposure_category,site_environment,accessibility,city,project_tier,count_similar_elements,defect_image,defect_id,site_id,project_name,defect_super_category,defect_category,element_type,floor_level,mix_recipe_code,mix_design_source,workability_test_type,label_source,defect_occurred,defect_type,severity,root_cause
M30 SCC,0.439,0.478,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,9,10,0.02,0.71,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,18,img_44.jpg,DEF-T3F26-045,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Structural,Critical,High W/C
M30 SCC,0.439,0.519,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,11,10,0.02,0.72,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,26,img_45.jpg,DEF-T3F26-046,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Moderate,High W/C
M30 SCC,0.439,0.44,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,12,10,0.02,0.91,Low,High,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,18,img_46.jpg,DEF-T3F26-047,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.49,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,9,10,0.02,0.73,Low,Low,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,26,img_47.jpg,DEF-T3F26-048,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.473,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,12,10,0.02,0.64,Low,Low,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,12,img_48.jpg,DEF-T3F26-049,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.456,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,10,10,0.02,0.81,Low,High,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,12,img_49.jpg,DEF-T3F26-050,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.485,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,11,10,0.02,0.77,Low,Low,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,18,img_50.jpg,DEF-T3F26-051,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Minor,High W/C
M30 SCC,0.439,0.405,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,3,10,0.02,0.99,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,26,img_51.jpg,DEF-T3F26-052,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.49,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,14,10,0.02,0.7,Low,Low,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,8,img_52.jpg,DEF-T3F26-053,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.427,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,9,10,0.02,0.88,Low,High,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,8,img_53.jpg,DEF-T3F26-054,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.416,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,10,10,0.02,0.68,Low,High,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,18,img_54.jpg,DEF-T3F26-055,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.505,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,12,10,0.02,0.94,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,12,img_55.jpg,DEF-T3F26-056,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.433,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,10,10,0.02,0.55,Low,High,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,26,img_56.jpg,DEF-T3F26-057,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.409,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,10,10,0.02,0.57,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,34,img_57.jpg,DEF-T3F26-058,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Structural,Minor,QC non-compliance
M30 SCC,0.439,0.489,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,9,10,0.02,0.82,Low,Low,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,18,img_58.jpg,DEF-T3F26-059,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.426,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,3,10,0.02,0.65,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,26,img_59.jpg,DEF-T3F26-060,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Critical,Poor curing
M30 SCC,0.439,0.51,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,9,10,0.02,0.97,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,34,img_60.jpg,DEF-T3F26-061,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.428,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,10,10,0.02,0.66,Low,Low,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,26,img_61.jpg,DEF-T3F26-062,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.526,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,5,10,0.02,0.72,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,8,img_62.jpg,DEF-T3F26-063,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Critical,Poor curing
M30 SCC,0.439,0.423,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,10,10,0.02,0.56,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,18,img_63.jpg,DEF-T3F26-064,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.497,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,7,10,0.02,0.9,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,8,img_64.jpg,DEF-T3F26-065,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.428,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,8,10,0.02,0.44,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,12,img_65.jpg,DEF-T3F26-066,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Critical,QC non-compliance
M30 SCC,0.439,0.415,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,6,10,0.02,0.8,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,18,img_66.jpg,DEF-T3F26-067,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.478,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,12,10,0.02,0.85,Low,Low,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,8,img_67.jpg,DEF-T3F26-068,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.487,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,12,10,0.02,0.97,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,34,img_68.jpg,DEF-T3F26-069,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.49,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,4,10,0.02,0.58,Low,High,Urban high-rise residential development (multi-tower),Restricted (balcony edge; fall-protection required),Bengaluru,Tier 1,34,img_69.jpg,DEF-T3F26-070,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Critical,Poor curing
M30 SCC,0.439,0.447,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,13,10,0.02,0.7,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,26,img_70.jpg,DEF-T3F26-071,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Minor,QC non-compliance
M30 SCC,0.439,0.419,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,14,10,0.02,0.51,Low,High,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,34,img_71.jpg,DEF-T3F26-072,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.506,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,9,10,0.02,0.76,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,18,img_72.jpg,DEF-T3F26-073,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.473,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,10,10,10,0.02,0.8,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,18,img_73.jpg,DEF-T3F26-074,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Minor,High W/C
M30 SCC,0.439,0.443,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,7,10,0.02,0.93,Low,High,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,8,img_74.jpg,DEF-T3F26-075,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.43,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),10,4,10,0.02,0.64,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,26,img_75.jpg,DEF-T3F26-076,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Critical,Poor curing
M30 SCC,0.439,0.411,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,3,10,0.02,0.53,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,34,img_76.jpg,DEF-T3F26-077,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Hairline,Critical,Poor curing
M30 SCC,0.439,0.529,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,9,10,0.02,0.73,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,18,img_77.jpg,DEF-T3F26-078,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Critical,High W/C
M30 SCC,0.439,0.415,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,8,10,0.02,0.72,Low,High,Urban high-rise residential development (multi-tower),Open (internal room; adjacent to external opening),Bengaluru,Tier 1,12,img_78.jpg,DEF-T3F26-079,SW-T3,Tower 3 Floor 26,No Defect,No Defect,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,0,No Defect,No Defect,No Defect
M30 SCC,0.439,0.476,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),14,14,10,0.02,0.86,Low,High,Urban high-rise residential development (multi-tower),Restricted (high-level wall/soffit junction; platform required),Bengaluru,Tier 1,12,img_79.jpg,DEF-T3F26-080,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Structural,Moderate,High W/C
M30 SCC,0.439,0.401,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Water sprinkling + curing compound (vertical face),10,7,10,0.02,0.72,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,34,img_80.jpg,DEF-T3F26-081,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Wall,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Moderate,Poor curing
M30 SCC,0.439,0.512,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Ponding on top surface; formwork retention on soffit,14,4,10,0.02,0.74,Low,Moderate,Urban high-rise residential development (multi-tower),Restricted (overhead soffit; services installed),Bengaluru,Tier 1,18,img_81.jpg,DEF-T3F26-082,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Shrinkage,Critical,Poor curing
M30 SCC,0.439,0.414,OPC 53 + GGBS blend (30% replacement),Euclid Plastol Ultraflow 4001 / Supaflo PC 555 / Auramix 300 plus,650,12.5,June,Curing compound + wet hessian wrap (external face),14,10,10,0.02,0.44,Low,Moderate,Urban high-rise residential development (multi-tower),Open (internal room; finished floor plate),Bengaluru,Tier 1,8,img_82.jpg,DEF-T3F26-083,SW-T3,Tower 3 Floor 26,Structural Concrete,Concrete Cracks,Slab,Floor 26,M30_SCC_RECIPE,T3_F26_MIX_DESIGN.xlsx,Slump flow (SCC),confirmed_defect,1,Settlement,Minor,QC non-compliance
